example_id,db_id,question,qdmr,sql_gold,sql_ground,denotation_gold,denotation_ground,correct_denotation
IMDB_train_107,imdb,"How many female actors were born in "" New York City "" after 1980 ?",return actors; return #1 that are female; return #2 born in New York City; return #3 born after 1980; return number of #4,"select count(distinct(actor_0.name)) from actor as actor_0 where actor_0.birth_city = ""New York City"" and actor_0.birth_year  >  1980 and actor_0.gender = ""female"" ;",SELECT COUNT(actor.aid) FROM actor WHERE actor.gender = 'female' AND actor.birth_city = 'New York City' AND actor.birth_year > 1980,"[(247,)]","[(247,)]",True
IMDB_train_108,imdb,"How many actors are in the movie "" Saving Private Ryan "" ?",return the movie Saving Private Ryan; return actors of #1; return number of #2,"select count(distinct(actor_0.name)) from actor as actor_0, cast as cast_0, movie as movie_0 where movie_0.title = ""Saving Private Ryan"" and actor_0.aid = cast_0.aid and cast_0.msid = movie_0.mid ;","SELECT COUNT(DISTINCT actor.name) FROM cast, actor, movie WHERE movie.mid = cast.msid AND cast.aid = actor.aid AND movie.title IN ( SELECT movie.title FROM movie WHERE movie.title = 'Saving Private Ryan' )","[(207,)]","[(207,)]",True
IMDB_train_109,imdb,"How many movies did "" Shahab Hosseini "" act in",return movies; return #1 that Shahab Hosseini act in; return number of #2,"select count(distinct(movie_0.title)) from actor as actor_0, cast as cast_0, movie as movie_0 where actor_0.name = ""Shahab Hosseini"" and actor_0.aid = cast_0.aid and cast_0.msid = movie_0.mid ;","SELECT COUNT(movie.mid) FROM cast, actor, movie WHERE movie.mid = cast.msid AND cast.aid = actor.aid AND actor.name = 'Shahab Hosseini'","[(7,)]","[(7,)]",True
IMDB_train_11,imdb,"Where is the birth place of "" Kevin Spacey """,return Kevin Spacey; return birth place of #1,"select director_0.birth_city from director as director_0 where director_0.name = ""Kevin Spacey""",SELECT director.birth_city FROM director WHERE director.name IN ( SELECT director.name FROM director WHERE director.name = 'Kevin Spacey' ),"[('South Orange',)]","[('South Orange',)]",True
IMDB_train_110,imdb,"find the number of actors from Iran who played in "" Jim Jarmusch "" movies",return Jim Jarmusch; return movies of #1; return actors of #2; return #3 from Iran; return number of #4,"select count(distinct(actor_0.name)) from actor as actor_0, cast as cast_0, directed_by as directed_by_0, director as director_0, movie as movie_0 where actor_0.nationality = ""Iran"" and director_0.name = ""Jim Jarmusch"" and actor_0.aid = cast_0.aid and cast_0.msid = movie_0.mid and directed_by_0.did = director_0.did and directed_by_0.msid = movie_0.mid ;","SELECT COUNT(actor.aid) FROM director, movie, actor, directed_by WHERE director.birth_city = actor.birth_city AND director.did = directed_by.did AND directed_by.msid = movie.mid AND movie.mid IN ( SELECT movie.mid FROM director, directed_by, movie WHERE director.did = directed_by.did AND directed_by.msid = movie.mid AND director.name IN ( SELECT director.name FROM director WHERE director.name = 'Jim Jarmusch' ) ) AND actor.nationality = 'Iran'","[(0,)]","[(0,)]",True
IMDB_train_111,imdb,"How many companies participated in producing "" Camp X-Ray """,return Camp X-Ray; return companies producing #1; return number of #2,"select count(distinct(company_0.name)) from company as company_0, copyright as copyright_0, movie as movie_0 where movie_0.title = ""Camp X-Ray"" and company_0.id = copyright_0.cid and copyright_0.msid = movie_0.mid ;","SELECT COUNT(company.id) FROM company, copyright, movie WHERE movie.mid = copyright.msid AND copyright.cid = company.id AND movie.title IN ( SELECT movie.title FROM movie WHERE movie.title = 'Camp X-Ray' )","[(5,)]","[(5,)]",True
IMDB_train_112,imdb,"How many actors from China have acted in "" Rush Hour 3 """,return Rush Hour 3; return actors of #1; return #2 from China; return number of #3,"select count(distinct(actor_0.name)) from actor as actor_0, cast as cast_0, movie as movie_0 where actor_0.nationality = ""China"" and movie_0.title = ""Rush Hour 3"" and actor_0.aid = cast_0.aid and cast_0.msid = movie_0.mid ;","SELECT COUNT(actor.aid) FROM cast, actor, movie WHERE movie.mid = cast.msid AND cast.aid = actor.aid AND movie.title IN ( SELECT movie.title FROM movie WHERE movie.title = 'Rush Hour 3' ) AND actor.nationality = 'China'","[(3,)]","[(3,)]",True
IMDB_train_113,imdb,"Find the number of companies which worked with "" Gabriele Ferzetti """,return Gabriele Ferzetti; return companies that worked with #1; return number of #2,"select count(distinct(company_0.name)) from actor as actor_0, cast as cast_0, company as company_0, copyright as copyright_0, movie as movie_0 where actor_0.name = ""Gabriele Ferzetti"" and actor_0.aid = cast_0.aid and cast_0.msid = movie_0.mid and company_0.id = copyright_0.cid and copyright_0.msid = movie_0.mid ;","SELECT COUNT(DISTINCT company.id) FROM company, copyright, movie, cast, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND movie.mid = copyright.msid AND copyright.cid = company.id AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Gabriele Ferzetti' )","[(158,)]","[(158,)]",True
IMDB_train_114,imdb,"Find all movies that star both "" Angelina Jolie "" and "" Brad Pitt """,return Angelina Jolie; return movies of #1; return Brad Pitt; return movies of #3; return movies in both #2 and #4,"select movie_0.title from actor as actor_0, actor as actor_1, cast as cast_0, cast as cast_1, movie as movie_0 where actor_0.name = ""Brad Pitt"" and actor_1.name = ""Angelina Jolie"" and actor_0.aid = cast_0.aid and actor_1.aid = cast_1.aid and cast_0.msid = movie_0.mid and cast_1.msid = movie_0.mid","SELECT DISTINCT movie.mid FROM cast, movie, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Angelina Jolie' ) AND movie.mid IN ( SELECT movie.mid FROM cast, movie, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Brad Pitt' ) )","[('101 Biggest Celebrity Oops',), ('101 Sexiest Celebrity Bodies',), ('Stars on Trial',), ('The 59th Annual Golden Globe Awards',), ('The 64th Annual Golden Globe Awards',), ('The 66th Annual Golden Globe Awards',), ('The 68th Annual Golden Globe Awards',), ('The 69th Annual Golden Globe Awards',), ('The 69th Annual Golden Globe Awards',), ('The 72nd Annual Academy Awards',), ('The 81st Annual Academy Awards',), ('The 84th Annual Academy Awards',), ('The Oscars',)]","[(3565696,), (3609528,), (2627707,), (3609424,), (3689609,), (3609517,), (2627656,), (3609668,), (3609663,), (3609503,), (3609534,), (3609592,)]",False
IMDB_train_115,imdb,"Find all actors who acted in the same movie as "" Tom Hanks """,return movies; return #1 that Tom Hanks acted in; return actors of #2,"select actor_0.name from actor as actor_0, actor as actor_1, cast as cast_0, cast as cast_1, movie as movie_0 where actor_1.name = ""Tom Hanks"" and actor_0.aid = cast_0.aid and actor_1.aid = cast_1.aid and cast_0.msid = movie_0.mid and cast_1.msid = movie_0.mid","SELECT actor.name FROM cast, actor, movie WHERE movie.mid = cast.msid AND cast.aid = actor.aid AND movie.mid IN ( SELECT movie.mid FROM cast, actor, movie WHERE movie.mid = cast.msid AND cast.aid = actor.aid AND actor.name = 'Tom Hanks' )","[('Sean Astin',), ('Richard Belzer',), ('Dana Carvey',), ('Vance DeGeneres',), ('Bil Dwyer',), ('Chris Farley',), ('Hugh Fink',), ('Tom Hanks',), ('Ice Cube',), ('Steve Koren',), ('Ken Kragen',), ('Adam McKay',), ('Tracy Morgan',), ('Keith Olbermann',), ('Jimmy Pardo',), ('Joe Piscopo',), ('Jeff Probst',), ('Tom Schiller',), ('Marc Shaiman',), ('Pauly Shore',), ('Mitch Silpa',), ('Robert Smigel',), ('Nick Swardson',), ('Guy Torry',), ('Alex Trebek',), ('Jeff Varner',), ('Derek Waters',), ('Matt Weinhold',), ('Walter Williams',), ('Henry Winkler',), (""'Weird Al' Yankovic"",), ('Adrian Zmed',), ('Anne Beatts',), ('Beth Cahill',), ('Susie Castillo',), ('Ellen Cleghorne',), ('Judy Gold',), ('Laurel Holloman',), ('Victoria Jackson',), ('Kathleen Madigan',), ('Rachel Quaintance',), ('Mindy Sterling',), ('Alexandra Wentworth',), (""Anne 'Bud' Beatts"",), ('Betty Cahill',), ('Miss USA 2003',), ('Ellen Cleghorn',), ('Ellen L. Cleghorne',), ('G. Ellen Cleghorne',), ('Cowboy Mouth',), ('Tomu Hankusu',), ('Westside Connection',), (""O'Shea Jackson"",), ('NWA',), ('Ice Cube Nwa',), ('Steven Wayne Koren',), ('Steven Koren',), ('Ken Kragan',), ('Kathy Madigan',), (""Adam 'Ghost Panther' McKay"",), ('Adam Mckay',), ('Aaron Zimmerman',), ('Banksy',), (""Tom 'Bud' Schiller"",), (""Marc 'Marc' Shaiman"",), ('Eugene Shore',), ('Pauley Shore',), ('Triumph The Insult Comic Dog',), ('Triumph the Insult Comic Dog',), ('Robert Smigal',), ('Mindy Stern',), ('Mindy Stirling',), ('Guy Torrey',), ('Alex Trebeck',), ('George Alexander Trebek',), ('Jeff',), ('Ali Wentworth',), ('Mr. Bill',), ('Weird Al',), (""'Weird' Al Yankovic"",), ('Al Yankovic',), ('Weird Al Yankovic',), ('Weird Al Yankovich',), ('Sean Patrick Duke',), ('The Belz',), ('Richard Jay Belzer',), ('Dana Thomas Carvey',), ('Vance Elliott DeGeneres',), ('William Michael Dwyer',), ('Christopher Crosby Farley',), ('Judith H. Gold',), ('Thomas Jeffrey Hanks',), ('Lu',), ('Laurel Lisa Holloman',), ('Cube',), (""O'Shea Jackson"",), ('Kathleen Elizabeth Madigan',), ('Ghost Panther',), ('Tracy Jamal Morgan',), ('The Shooter',), ('Joseph Charles John Piscopo',), ('The One Take Wonder',), ('Jeffrey Lee Probst',), ('The Weasel',), ('Paul Montgomery Shore',), ('Robert M. Smigel',), ('Mindy Lee Sterling',), ('Swardy',), ('Nicholas Swardson',), ('Robert Torry',), ('George Alexander Trebek',), ('Jeffrey Keith Varner',), ('Little Fella',), ('Ali',), ('Dabber',), ('Alexandra Elliott Wentworth',), ('Henry Franklin Winkler',), ('The Weird One',), ('The Boneless Boy',), ('The King of Parody',), ('Alfred Matthew Yankovic',), ('Adrian George Zmed',), ('William Baldwin',), ('Tom Hanks',), ('Will Smith',), ('Billy Baldwin',), ('Tomu Hankusu',), ('The Fresh Prince',), ('DJ Jazzy Jeff and The Fresh Prince',), ('Fresh Prince',), ('Wil Smith',), ('Wiru Sumisu',), ('William Joseph Baldwin',), ('Thomas Jeffrey Hanks',), ('Fresh Prince',), ('Mr. July',), ('Willard Christopher Smith Jr.',), ('Barkhad Abdi',), ('Jensen Ackles',), ('Christian Bale',), ('Daniel Brühl',), ('Chris Buck',), ('Matthew Budman',), ('Asa Butterfield',), ('Henry Cavill',), ('Bradley Cooper',), ('Alfonso Cuarón',), ('Josh Daugherty',), ('Peter Del Vecho',), ('Bruce Dern',), ('Leonardo DiCaprio',), ('Robert Downey Jr.',), ('Chiwetel Ejiofor',), ('Michael Fassbender',), ('James Gandolfini',), ('Jonathan Gordon',), ('Paul Greengrass',), ('Bill Hader',), ('Tom Hanks',), ('Ethan Hawke',), ('Paul Herman',), ('Jonah Hill',), ('Jonah Hill',), ('Liam James',), ('Spike Jonze',), ('Ben Kingsley',), ('Jeremy Kleiner',), ('Jared Leto',), ('Richard Linklater',), ('Robert Lopez',), ('Emmanuel Lubezki',), ('Kellan Lutz',), ('James Marsden',), ('Matthew McConaughey',), ('Steve McQueen',), ('Alessandro Nivola',), ('Jared Padalecki',), ('Simon Pegg',), ('Michael Peña',), ('Brad Pitt',), ('Steven Price',), ('Robert Redford',), ('Jeremy Renner',), ('John Ridley',), ('Sam Rockwell',), ('Charles Roven',), ('David O. Russell',), ('Mark Sanger',), ('Martin Scorsese',), ('Tye Sheridan',), ('Ian Somerhalder',), ('Richard Suckle',), ('Mark Wahlberg',), ('Isaiah Washington',), ('Marlon Wayans',), ('Shea Whigham',), ('Forest Whitaker',), ('Amy Adams',), ('Kristen Anderson-Lopez',), ('Christina Applegate',)]","[('Erik Aadahl',), ('Frank Abagnale Jr.',), ('Bruce Abbott',), ('Joe Abby',), ('Barkhad Abdi',), ('Barkhad Abdi',), ('Barkhad Abdi',), ('Barkhad Abdi',), ('Kareem Abdul-Jabbar',), ('F. Murray Abraham',), ('Lenny Abrahamson',), ('J.J. Abrams',), ('Alê Abreu',), ('Naji Abu Nowar',), ('Hany Abu-Assad',), ('Jose David Acevedo',), ('James Acheson',), ('James Acheson',), ('Brian Ackland-Snow',), ('Brian Ackland-Snow',), ('Jensen Ackles',), ('David Acord',), ('Ken Adam',), ('Bryan Adams',), ('Paul Adams',), ('Rob Adams',), ('Ryil Adamson',), ('Todd Adamson',), ('Niv Adiri',), ('Richard Adler',), ('Richard Adler',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Ben Affleck',), ('Casey Affleck',), ('Evgeny Afineevsky',), ('Danny Aiello',), ('Loclann Aiken',), ('Moustapha Akkad',), ('Joe Alaskey',), ('Rory Albanese',), ('Eddie Albert',), ('Cameron Alborzian',), ('Marco Albrecht',), ('Alan Alda',), ('Alan Alda',), ('Alan Alda',), ('Jason Alexander',), ('Jason Alexander',), ('Markus Alexander',), ('Tim Alexander',), ('Victor Alfieri',), ('Roy Allen III',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Tim Allen',), ('Woody Allen',), ('Woody Allen',), ('Wayne Allwine',), ('Agustín Almodóvar',), ('Pedro Almodóvar',), ('Pedro Almodóvar',), ('Pedro Almodóvar',), ('Pedro Almodóvar',), ('John A. Alonzo',), ('Jon Alpert',), ('Robert Altman',), ('Robert Altman',), ('Robert Altman',), ('Robert Altman',), ('Robert Altman',), ('Robert Altman',), ('Robert Altman',), ('Robert Altman',), ('Alan Altshuld',), ('Tibor Ambra',), ('Don Ameche',), ('Don Ameche',), ('Don Ameche',), ('Karim Amer',), ('Geoffrey Ammer',), ('Franklin Amobi',), ('Trey Anastasio',), ('Paul Thomas Anderson',), ('Peter Anderson',), ('Sam Anderson',), ('Scott E. Anderson',), ('Wes Anderson',), ('Dan Andreiu',), ('Mark Andrews',), ('Martin Angerbauer',), ('Jared Angle',), ('Ken Annakin',), ('Michael Ansara',), ('Aziz Ansari',), ('Aziz Ansari',), ('Joseph Anthony',), ('Konstantine Anthony',), ('Marc Anthony',), ('Marc Anthony',), ('Jim Antonio',), ('Michelangelo Antonioni',), ('Michelangelo Antonioni',), ('Jack Antonoff',), ('Royce D. Applegate',), ('Victor of Aquitaine',), ('Allan Arbus',), ('Allan Arbus',), ('Denys Arcand',), ('Nikolaj Arcel',), ('Sebastian Arcelus',), ('Army Archerd',), ('Army Archerd',), ('Army Archerd',), ('Army Archerd',), ('Carmen Argenziano',), ('Michael Ark',), ('Alan Arkin',), ('Alan Arkin',), ('Alan Arkin',), ('Serena Armitage',), ('Craig Armstrong',), ('Eric Armstrong',), ('Louis Armstrong',), ('Neil Armstrong',), ('Michael Arndt',), ('Stefan Arndt',), ('Will Arnett',), ('Tom Arnold',), ('Darren Aronofsky',), ('Darren Aronofsky',), ('Ian Aronson',), ('Peter Arpesella',), ('David Arquette',), ('David Arquette',), ('David Arquette',), ('David Arquette',), ('Paolo Arrighetti',), ('Michael Arthur',), ('John Ashcroft',), ('Howard Ashman',), ('Bub Asman',), ('Edward Asner',), ('Edward Asner',), ('Fred Asparagus',), ('Armand Assante',), ('Olivier Assayas',), ('Joachim Paul Assböck',), ('Fred Astaire',), ('Sean Astin',), ('Kevin Atherton Laprise',), ('Andrew Atherton',), ('George Atkinson',), ('Abraham Attah',), ('Paul Attanasio',), ('Dave Attell',), ('Yves Aubert',), ('Bille August',), ('Pete Auster',), ('David Austin',), ('Philip Austin',), ('Gene Autry',), ('Roger Avary',), ('James Avery',), ('Marshall Axt',), ('Guy Ayad',), ('Dan Aykroyd',), ('Dan Aykroyd',), ('Dan Aykroyd',), ('Peter Aykroyd',), ('Hank Azaria',), ('Hank Azaria',), ('Hank Azaria',), ('Paul Babeu',), ('Luis Bacalov',), ('Burt Bacharach',), ('Frédéric Back',), ('Joachim Back',), ('Kevin Bacon',), ('Kevin Bacon',)]",True
IMDB_train_116,imdb,"What movies have the same director as the movie "" Revolutionary Road "" ?",return the movie Revolutionary Road; return director of #1; return movies of #2,"select movie_1.title from directed_by as directed_by_0, directed_by as directed_by_1, director as director_0, movie as movie_0, movie as movie_1 where movie_0.title = ""Revolutionary Road"" and directed_by_0.did = director_0.did and directed_by_1.did = director_0.did and directed_by_0.msid = movie_0.mid and directed_by_1.msid = movie_1.mid","SELECT movie.title FROM director, directed_by, movie WHERE movie.mid = directed_by.msid AND directed_by.did = director.did AND director.did IN ( SELECT director.did FROM director, directed_by, movie WHERE movie.mid = directed_by.msid AND directed_by.did = director.did AND movie.title IN ( SELECT movie.title FROM movie WHERE movie.title = 'Revolutionary Road' ) )","[('American Beauty',), ('Away We Go',), ('Jarhead',), ('Revolutionary Road',), ('Road to Perdition',), ('Skyfall',), ('Spectre',), (""The Voyeur's Motel"",), ('American Beauty',), ('Away We Go',), ('Jarhead',), ('Revolutionary Road',), ('Road to Perdition',), ('Skyfall',), ('Spectre',), (""The Voyeur's Motel"",), ('American Beauty',), ('Away We Go',), ('Jarhead',), ('Revolutionary Road',), ('Road to Perdition',), ('Skyfall',), ('Spectre',), (""The Voyeur's Motel"",)]","[('American Beauty',), ('Away We Go',), ('Jarhead',), ('Revolutionary Road',), ('Road to Perdition',), ('Skyfall',), ('Spectre',), (""The Voyeur's Motel"",), ('American Beauty',), ('Away We Go',), ('Jarhead',), ('Revolutionary Road',), ('Road to Perdition',), ('Skyfall',), ('Spectre',), (""The Voyeur's Motel"",), ('American Beauty',), ('Away We Go',), ('Jarhead',), ('Revolutionary Road',), ('Road to Perdition',), ('Skyfall',), ('Spectre',), (""The Voyeur's Motel"",)]",True
IMDB_train_117,imdb,"Find all movies featuring "" Benedict Cumberbatch "" and "" Keira Knightley """,return Benedict Cumberbatch; return movies of #1; return Keira Knightley; return movies of #3; return movies in both #2 and #4,"select movie_0.title from actor as actor_0, actor as actor_1, cast as cast_0, cast as cast_1, movie as movie_0 where actor_0.name = ""Keira Knightley"" and actor_1.name = ""Benedict Cumberbatch"" and actor_0.aid = cast_0.aid and actor_1.aid = cast_1.aid and cast_0.msid = movie_0.mid and cast_1.msid = movie_0.mid","SELECT DISTINCT movie.mid FROM cast, movie, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Benedict Cumberbatch' ) AND movie.mid IN ( SELECT movie.mid FROM cast, movie, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Keira Knightley' ) )","[('72nd Golden Globe Awards',), ('72nd Golden Globe Awards',), ('The 21st Annual Screen Actors Guild Awards',), ('The Oscars',)]","[(2639301,), (3608722,), (3689610,)]",False
IMDB_train_118,imdb,"Find all movies featuring both "" Matt Damon "" and "" Ben Affleck """,return Matt Damon; return movies of #1; return Ben Affleck; return movies of #3; return movies in both #2 and #4,"select movie_0.title from actor as actor_0, actor as actor_1, cast as cast_0, cast as cast_1, movie as movie_0 where actor_0.name = ""Ben Affleck"" and actor_1.name = ""Matt Damon"" and actor_0.aid = cast_0.aid and actor_1.aid = cast_1.aid and cast_0.msid = movie_0.mid and cast_1.msid = movie_0.mid","SELECT DISTINCT movie.mid FROM cast, movie, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Matt Damon' ) AND movie.mid IN ( SELECT movie.mid FROM cast, movie, actor WHERE actor.aid = cast.aid AND cast.msid = movie.mid AND actor.name IN ( SELECT actor.name FROM actor WHERE actor.name = 'Ben Affleck' ) )","[('20th Annual Screen Actors Guild Awards',), ('20th Annual Screen Actors Guild Awards',), ('71st Golden Globe Awards',), ('71st Golden Globe Awards',), ('Chasing Amy',), ('Field of Dreams',), ('Good Will Hunting',), ('Jay and Silent Bob Strike Back',), ('Jersey Girl',), ('The 55th Annual Golden Globe Awards',), ('The 56th Annual Golden Globe Awards',), ('The 57th Annual Golden Globe Awards',), ('The 57th Annual Golden Globe Awards',), ('The 70th Annual Academy Awards',), ('The 71st Annual Academy Awards',)]","[(2633230,), (2639246,), (2814319,), (2978748,), (3029474,), (3131713,), (3134608,), (3609395,), (3609403,), (3609411,), (3609586,), (3609590,)]",False
