example_id,db_id,question,qdmr,sql_gold,sql_ground,denotation_gold,denotation_ground,correct_denotation
YELP_train_25,yelp,Find all hotels in Dallas with at least 50 reviews,return hotels; return #1 in Dallas; return reviews of #2; return number of #3 for each #2; return #2 where #4 is at least 50,"select business_0.name from business as business_0, category as category_0, review as review_0 where business_0.city = ""Dallas"" and category_0.category_name = ""Hotels"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id group by business_0.name having count(distinct(review_0.text)) >= 50 ;","SELECT category.category_name FROM business, review, category WHERE category.business_id = review.business_id AND category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'Hotels' AND business.city = 'Dallas' ) AND category.category_name = 'Hotels' AND business.city = 'Dallas' GROUP BY category.category_name HAVING COUNT(review.rid) >= 50",[],[],True
YELP_train_26,yelp,"Find all users who reviewed restaurant "" Mesa Grill """,return restaurants; return #1 that is Mesa Grill; return review of #2; return users of #3,"select user_0.name from business as business_0, category as category_0, review as review_0, user as user_0 where business_0.name = ""Mesa Grill"" and category_0.category_name = ""restaurant"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id and review_0.user_id = user_0.user_id ;","SELECT user.uid FROM business, user, review, category WHERE review.user_id = user.user_id AND category.business_id = review.business_id AND category.business_id = business.business_id AND review.rid IN ( SELECT review.rid FROM business, review, category WHERE category.business_id = review.business_id AND category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'restaurant' AND business.name = 'Mesa Grill' ) )",[],[],True
YELP_train_27,yelp,"List the addresses of all Walmart in "" Los Angeles """,return Walmart; return #1 in Los Angeles; return addresses of #2,"select business_0.full_address from business as business_0 where business_0.city = ""Los Angeles"" and business_0.name = ""Walmart"" ;",SELECT business.full_address FROM business WHERE business.name IN ( SELECT business.name FROM business WHERE business.name = 'Walmart' AND business.city = 'Los Angeles' ),[],[],True
YELP_train_28,yelp,"Find all restaurant reviewed by Patrick in "" Los Angeles """,return restaurants; return #1 reviewed by Patrick; return #2 in Los Angeles,"select business_0.name from business as business_0, category as category_0, review as review_0, user as user_0 where business_0.city = ""Los Angeles"" and category_0.category_name = ""restaurant"" and user_0.name = ""Patrick"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id and review_0.user_id = user_0.user_id ;","SELECT category.category_name FROM business, review, user, category WHERE category.business_id = business.business_id AND category.business_id = review.business_id AND review.user_id = user.user_id AND category.category_name = 'restaurant' AND user.name = 'Patrick' AND business.city = 'Los Angeles'",[],[],True
YELP_train_29,yelp,Find all bars reviewed by Patrick,return bars; return #1 reviewed by Patrick,"select business_0.name from business as business_0, category as category_0, review as review_0, user as user_0 where category_0.category_name = ""Bars"" and user_0.name = ""Patrick"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id and review_0.user_id = user_0.user_id ;","SELECT category.category_name FROM review, category, user WHERE category.business_id = review.business_id AND review.user_id = user.user_id AND category.category_name = 'Bars' AND user.name = 'Patrick'","[(""K O'Donnell's Sports Bar & Grill"",), (""K O'Donnell's Sports Bar & Grill"",), (""K O'Donnell's Sports Bar & Grill"",), ('Arriba Mexican Grill',), ('Starfire Golf Club',), ('Four Peaks Grill & Tap',), ('Four Peaks Grill & Tap',), ('Four Peaks Grill & Tap',), ('Four Peaks Grill & Tap',), ('Palo Verde Lounge',), ('Buffalo Wild Wings',), ('Black Angus Steakhouse',), (""Chili's"",), (""Applebee's"",), ('Moon Doggies',), ('Olive Garden Italian Restaurant',), ('Grape Street',), ('Marché Bacchus',), ('Marché Bacchus',), ('Marché Bacchus',), (""Big Dog's Cafe & Casino"",), (""Hambone's Pub"",), ('Church Brew Works',), ('Church Brew Works',), (""Mario's South Side Saloon"",), ('Shiloh Grill',), (""Hemingway's Cafe"",), (""Gooski's"",), (""Porky's Plain Old Bar"",), (""Smokey Joe's Cafe"",), ('Thomas Street Tavern',), ('Village Tavern',), ('Bankers Raw Bar',), ('Locker Room Sports Bar & Grill',), ('Firebirds Wood Fired Grill',), ('Avenue Bar',), ('Avenue Bar',), (""Applebee's"",), ('Le Tigre Lounge',), (""Seamus McCaffrey's"",), (""Charlie's"",), ('Dos Gringos',), ('Dos Gringos',), ('Dos Gringos',), (""Mickey's Hangover"",), ('Kazimierz World Wine Bar',), ('The Blue Moose',), ('Drift Lounge',), (""Zipp's Sports Grill"",), ('Coach House',), ('Acme Bar & Grill',), (""Karsen's Grill"",), ('TT Roadhouse',), ('The Grapevine',), ('Dirty Dogg Saloon',), ('Terroir Wine Pub',), ('Village Tavern',), ('British Open English Pub & Grill',), (""Flicka's Baja Cantina"",), ('On the Rocks',), ('RA Sushi Bar Restaurant',), ('Four Peaks Brewing Co',), ('Four Peaks Brewing Co',), ('Gordon Biersch',), ('Library Bar & Grill',), ('Rula Bula',), ('Rula Bula',), ('Mill Cue Club',), ('Margarita Rocks',), (""Casey Moore's Oyster House"",), (""Casey Moore's Oyster House"",), (""McMullan's Irish Pub"",), (""Ferraro's Italian Restaurant & Wine Bar"",), (""Ferraro's Italian Restaurant & Wine Bar"",), (""Ferraro's Italian Restaurant & Wine Bar"",), (""PT's"",), ('Four Kegs Sports Bar',), ('Four Kegs Sports Bar',), ('Fat Tuesday',), ('Fat Tuesday',), ('Fat Tuesday',), ('Fat Tuesday',), ('Fat Tuesday',), ('Club Platinum',), ('Stage Door',), (""Applebee's"",), ('Panevino Italian Grille',), ('Rum Runner Lounge',), ('Stake Out',), ('TaylorMade Golf Experience',), ('Cactus Jacks Saloon',), ('Boulevard Bar & Grille',), ('Kaya',), ('Kaya',), ('Boltini Lounge',), ('Amsterdam',), (""Durant's"",), (""Durant's"",), (""Durant's"",), ('Los Dos Molinos',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Primanti Bros.',), ('Primanti Bros.',), ('Primanti Bros.',), (""Genna's Lounge"",), ('Brocach',), (""Paul's Club"",), (""Jordan's Big Ten Pub"",), ('Double Down Saloon',), ('Double Down Saloon',), ('The Peppermill Restaurant & Fireside Lounge',), ('Olives',), ('Rumjungle',), ('Bungalow Bar & Grill',), ('Bungalow Bar & Grill',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Delux',), ('Delux',), ('Delux',), ('Ghostbar',), ('Ghostbar',), ('Picasso',), ('Picasso',), ('Picasso',), ('Foundation Room',), ('Tabú Ultra Lounge',), ('VooDoo Rooftop Nightclub & Lounge',), ('ISLA Mexican Kitchen & Tequila Bar',), ('ISLA Mexican Kitchen & Tequila Bar',), (""Maggiano's Little Italy"",), ('Hogs and Heifers',), ('FEZ',), ('FEZ',), ('FEZ',), ('FEZ',), ('FEZ',), ('Margaritaville',), ('Michael Mina',), ('Michael Mina',), ('Michael Mina',), ('The Capital Grille',), ('Prime',), ('Prime',), (""Maggiano's Little Italy"",), ('Parasol Up / Parasol Down',), ('Parasol Up / Parasol Down',), ('Sierra Bonita Grill',), ('Greasewood Flat',), ('ZuZu at Hotel Valley Ho',), ('Fiamma Trattoria & Bar',), ('Yard House',), ('The Bank',), (""Shady's"",), ('Veranda',), ('Veranda',), ('Veranda',), ('Nobhill Tavern by Michael Mina',), ('Nobhill Tavern by Michael Mina',), (""Fleming's Prime Steakhouse & Wine Bar"",), ('Petrossian Bar',), ('The Capital Grille',), ('Elephant Bar Restaurant',), ('Elephant Bar Restaurant',), ('Carnaval Court Bar & Grill',), (""Maggiano's Little Italy"",), (""Gilley's"",), ('Dilworth Neighborhood Grille',), (""Ed's Tavern"",), ('Half Moon Sports Grill',), ('Half Moon Sports Grill',), ('Wildfish Seafood Grille',), ('TAO Asian Bistro',), ('Quiessence Restaurant',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Molly Brannigans',), (""Guido's Bar & Grill"",), ('The Roosevelt',), ('Brio Tuscan Grille',)]","[('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',)]",False
YELP_train_3,yelp,Find all states in which there is a Whataburger,return Whataburger; return states of #1,"select business_0.state from business as business_0 where business_0.name = ""Whataburger"" ;",SELECT business.state FROM business WHERE business.name IN ( SELECT business.name FROM business WHERE business.name = 'Whataburger' ),"[('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',)]","[('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',), ('Arizona',)]",True
YELP_train_30,yelp,Find all bars reviewed by Patrick with at least 3 stars,return bars; return #1 reviewed by Patrick; return stars of #2; return #2 where #3 is at least 3,"select business_0.name from business as business_0, category as category_0, review as review_0, user as user_0 where business_0.rating >= 3 and category_0.category_name = ""Bars"" and user_0.name = ""Patrick"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id and review_0.user_id = user_0.user_id ;","SELECT category.category_name FROM business, user, review, category WHERE business.business_id = review.business_id AND category.business_id = review.business_id AND review.user_id = user.user_id AND category.category_name IN ( SELECT category.category_name FROM review, category, user WHERE category.business_id = review.business_id AND review.user_id = user.user_id AND category.category_name = 'Bars' AND user.name = 'Patrick' ) AND category.category_name = 'Bars' AND user.name = 'Patrick' AND business.rating >= 3","[(""K O'Donnell's Sports Bar & Grill"",), (""K O'Donnell's Sports Bar & Grill"",), (""K O'Donnell's Sports Bar & Grill"",), ('Starfire Golf Club',), ('Four Peaks Grill & Tap',), ('Four Peaks Grill & Tap',), ('Four Peaks Grill & Tap',), ('Four Peaks Grill & Tap',), ('Palo Verde Lounge',), ('Buffalo Wild Wings',), ('Black Angus Steakhouse',), (""Chili's"",), ('Moon Doggies',), ('Olive Garden Italian Restaurant',), ('Grape Street',), ('Marché Bacchus',), ('Marché Bacchus',), ('Marché Bacchus',), (""Big Dog's Cafe & Casino"",), (""Hambone's Pub"",), ('Church Brew Works',), ('Church Brew Works',), (""Mario's South Side Saloon"",), ('Shiloh Grill',), (""Hemingway's Cafe"",), (""Gooski's"",), (""Porky's Plain Old Bar"",), (""Smokey Joe's Cafe"",), ('Thomas Street Tavern',), ('Village Tavern',), ('Bankers Raw Bar',), ('Locker Room Sports Bar & Grill',), ('Firebirds Wood Fired Grill',), ('Avenue Bar',), ('Avenue Bar',), ('Le Tigre Lounge',), (""Seamus McCaffrey's"",), (""Charlie's"",), ('Dos Gringos',), ('Dos Gringos',), ('Dos Gringos',), (""Mickey's Hangover"",), ('Kazimierz World Wine Bar',), ('The Blue Moose',), ('Drift Lounge',), (""Zipp's Sports Grill"",), ('Coach House',), (""Karsen's Grill"",), ('TT Roadhouse',), ('The Grapevine',), ('Dirty Dogg Saloon',), ('Terroir Wine Pub',), ('Village Tavern',), ('British Open English Pub & Grill',), (""Flicka's Baja Cantina"",), ('On the Rocks',), ('RA Sushi Bar Restaurant',), ('Four Peaks Brewing Co',), ('Four Peaks Brewing Co',), ('Gordon Biersch',), ('Library Bar & Grill',), ('Rula Bula',), ('Rula Bula',), ('Mill Cue Club',), (""Casey Moore's Oyster House"",), (""Casey Moore's Oyster House"",), (""McMullan's Irish Pub"",), (""Ferraro's Italian Restaurant & Wine Bar"",), (""Ferraro's Italian Restaurant & Wine Bar"",), (""Ferraro's Italian Restaurant & Wine Bar"",), (""PT's"",), ('Four Kegs Sports Bar',), ('Four Kegs Sports Bar',), ('Fat Tuesday',), ('Fat Tuesday',), ('Fat Tuesday',), ('Fat Tuesday',), ('Fat Tuesday',), ('Club Platinum',), ('Stage Door',), (""Applebee's"",), ('Panevino Italian Grille',), ('Rum Runner Lounge',), ('Stake Out',), ('TaylorMade Golf Experience',), ('Cactus Jacks Saloon',), ('Boulevard Bar & Grille',), ('Kaya',), ('Kaya',), ('Boltini Lounge',), ('Amsterdam',), (""Durant's"",), (""Durant's"",), (""Durant's"",), ('Los Dos Molinos',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Burger Bar',), ('Primanti Bros.',), ('Primanti Bros.',), ('Primanti Bros.',), (""Genna's Lounge"",), ('Brocach',), (""Paul's Club"",), (""Jordan's Big Ten Pub"",), ('Double Down Saloon',), ('Double Down Saloon',), ('The Peppermill Restaurant & Fireside Lounge',), ('Olives',), ('Rumjungle',), ('Bungalow Bar & Grill',), ('Bungalow Bar & Grill',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Great Dane Pub & Brewing Co',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Hofbräuhaus Las Vegas',), ('Delux',), ('Delux',), ('Delux',), ('Ghostbar',), ('Ghostbar',), ('Picasso',), ('Picasso',), ('Picasso',), ('Foundation Room',), ('Tabú Ultra Lounge',), ('VooDoo Rooftop Nightclub & Lounge',), ('ISLA Mexican Kitchen & Tequila Bar',), ('ISLA Mexican Kitchen & Tequila Bar',), (""Maggiano's Little Italy"",), ('Hogs and Heifers',), ('FEZ',), ('FEZ',), ('FEZ',), ('FEZ',), ('FEZ',), ('Margaritaville',), ('Michael Mina',), ('Michael Mina',), ('Michael Mina',), ('The Capital Grille',), ('Prime',), ('Prime',), (""Maggiano's Little Italy"",), ('Parasol Up / Parasol Down',), ('Parasol Up / Parasol Down',), ('Sierra Bonita Grill',), ('Greasewood Flat',), ('ZuZu at Hotel Valley Ho',), ('Fiamma Trattoria & Bar',), ('Yard House',), ('The Bank',), (""Shady's"",), ('Veranda',), ('Veranda',), ('Veranda',), ('Nobhill Tavern by Michael Mina',), ('Nobhill Tavern by Michael Mina',), (""Fleming's Prime Steakhouse & Wine Bar"",), ('Petrossian Bar',), ('The Capital Grille',), ('Elephant Bar Restaurant',), ('Elephant Bar Restaurant',), ('Carnaval Court Bar & Grill',), (""Maggiano's Little Italy"",), (""Gilley's"",), ('Dilworth Neighborhood Grille',), (""Ed's Tavern"",), ('Half Moon Sports Grill',), ('Half Moon Sports Grill',), ('Wildfish Seafood Grille',), ('TAO Asian Bistro',), ('Quiessence Restaurant',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Oyster Bar',), ('Molly Brannigans',), (""Guido's Bar & Grill"",), ('The Roosevelt',), ('Brio Tuscan Grille',), ('The Vig',), ('The Vig',), ('Bison Witches Bar & Deli',), ('Loco Patron',), ('Blitz Sports Bar & Grill',)]","[('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',), ('Bars',)]",False
YELP_train_31,yelp,"Find all bars in "" Los Angeles "" with at least 30 reviews",return bars; return #1 in Los Angeles; return reviews of #2; return number of #3 for each #2; return #2 where #4 is at least 30,"select business_0.name from business as business_0, category as category_0, review as review_0 where business_0.city = ""Los Angeles"" and category_0.category_name = ""Bars"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id group by business_0.name having count(distinct(review_0.text)) >= 30 ;","SELECT category.category_name FROM business, review, category WHERE category.business_id = review.business_id AND category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'Bars' AND business.city = 'Los Angeles' ) AND category.category_name = 'Bars' AND business.city = 'Los Angeles' GROUP BY category.category_name HAVING COUNT(review.rid) >= 30",[],[],True
YELP_train_32,yelp,Which restaurant in Dallas were reviewed by user Patrick ?,return restaurants; return #1 in Dallas; return review of #2; return user of #3; return #2 where #4 is Patrick,"select business_0.name from business as business_0, category as category_0, review as review_0, user as user_0 where business_0.city = ""Dallas"" and category_0.category_name = ""restaurant"" and user_0.name = ""Patrick"" and business_0.business_id = category_0.business_id and business_0.business_id = review_0.business_id and review_0.user_id = user_0.user_id ;","SELECT category.category_name FROM business, user, review, category WHERE user.user_id = review.user_id AND review.business_id = business.business_id AND category.business_id = business.business_id AND review.rid IN ( SELECT review.rid FROM business, review, category WHERE category.business_id = review.business_id AND category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'restaurant' AND business.city = 'Dallas' ) ) AND category.category_name = 'restaurant' AND business.city = 'Dallas' AND user.name = 'Patrick'",[],[],True
YELP_train_33,yelp,"Find all users who have written tips for "" Barrio Cafe "" in 2015",return tips; return #1 for Barrio Cafe; return #2 in 2015; return users of #3,"select user_0.name from business as business_0, tip as tip_0, user as user_0 where business_0.name = ""Barrio Cafe"" and tip_0.year = 2015 and business_0.business_id = tip_0.business_id and tip_0.user_id = user_0.user_id ;","SELECT user.name FROM tip, business, user WHERE tip.user_id = user.user_id AND tip.business_id = business.business_id AND tip.tip_id IN ( SELECT tip.tip_id FROM tip, business WHERE tip.business_id = business.business_id AND business.name = 'Barrio Cafe' AND tip.year = 2015 )","[('Crystal',), ('Claudia',), ('Joe',), ('Joe',), ('Buck',)]","[('Buck',), ('Joe',), ('Crystal',), ('Claudia',), ('Joe',)]",True
YELP_train_34,yelp,Find all businesses in Texas with a rating below 2,return businesses; return #1 in Texas; return ratings of #2; return #2 where #3 is lower than 2,"select business_0.name from business as business_0 where business_0.rating < 2 and business_0.state = ""Texas"" ;",SELECT business.bid FROM business WHERE business.bid IN ( SELECT business.bid FROM business WHERE business.state = 'Texas' ) AND business.state = 'Texas' AND business.rating < 2,[],[],True
YELP_train_35,yelp,Find all pet hospice in Pittsburgh,return pet hospices; return #1 in Pittsburgh,"select business_0.name from business as business_0, category as category_0, category as category_1 where business_0.city = ""Pittsburgh"" and category_0.category_name = ""Pet"" and category_1.category_name = ""Hospice"" and business_0.business_id = category_0.business_id and business_0.business_id = category_1.business_id ;","SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'Pet' AND category.category_name = 'Hospice' AND business.city = 'Pittsburgh'",[],[],True
YELP_train_37,yelp,Find all bistros in Pittsburgh,return bistros; return #1 in Pittsburgh,"select business_0.name from business as business_0, category as category_0 where business_0.city = ""Pittsburgh"" and category_0.category_name = ""Bistros"" and business_0.business_id = category_0.business_id ;","SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'Bistros' AND business.city = 'Pittsburgh'",[],[],True
YELP_train_38,yelp,"Find all bakeries in "" Los Angeles """,return bakeries; return #1 in Los Angeles,"select business_0.name from business as business_0, category as category_0 where business_0.city = ""Los Angeles"" and category_0.category_name = ""bakeries"" and business_0.business_id = category_0.business_id ;","SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'bakeries' AND business.city = 'Los Angeles'",[],[],True
YELP_train_39,yelp,"Find all Apple Store in "" Los Angeles """,return Apple Stores; return #1 in Los Angeles,"select business_0.business_id from business as business_0 where business_0.city = ""Los Angeles"" and business_0.name = ""Apple Store"" ;",SELECT business.name FROM business WHERE business.name = 'Apple Store' AND business.city = 'Los Angeles',[],[],True
YELP_train_4,yelp,"Find all cities in which there is a restaurant called "" MGM Grand Buffet """,return restaurants; return #1 called MGM Grand Buffet; return cities of #2,"select business_0.city from business as business_0, category as category_0 where business_0.name = ""MGM Grand Buffet"" and category_0.category_name = ""restaurant"" and business_0.business_id = category_0.business_id ;","SELECT business.city FROM business, category WHERE category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'restaurant' AND business.name = 'MGM Grand Buffet' )",[],[],True
YELP_train_40,yelp,Find all Dallas restaurant with a rating above 4.5,return restaurants; return #1 in Dallas; return ratings of #2; return #2 where #3 is higher than 4.5,"select business_0.name from business as business_0, category as category_0 where business_0.city = ""Dallas"" and business_0.rating > 4.5 and category_0.category_name = ""restaurant"" and business_0.business_id = category_0.business_id ;","SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'restaurant' AND business.city = 'Dallas' ) AND category.category_name = 'restaurant' AND business.city = 'Dallas' AND business.rating > 4",[],[],True
YELP_train_41,yelp,"Find all breweries in "" Los Angeles """,return breweries; return #1 in Los Angeles,"select business_0.name from business as business_0, category as category_0 where business_0.city = ""Los Angeles"" and category_0.category_name = ""breweries"" and business_0.business_id = category_0.business_id ;","SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'breweries' AND business.city = 'Los Angeles'",[],[],True
YELP_train_42,yelp,"What neighbourhood is restaurant "" Flat Top Grill "" in ?",return restaurants; return #1 that is Flat Top Grill; return neighbourhood of #2,"select neighbourhood_0.neighbourhood_name from business as business_0, category as category_0, neighbourhood as neighbourhood_0 where business_0.name = ""Flat Top Grill"" and category_0.category_name = ""restaurant"" and business_0.business_id = category_0.business_id and business_0.business_id = neighbourhood_0.business_id ;","SELECT neighborhood.id FROM business, category, neighborhood WHERE category.business_id = neighborhood.business_id AND category.business_id = business.business_id AND category.category_name IN ( SELECT category.category_name FROM business, category WHERE category.business_id = business.business_id AND category.category_name = 'restaurant' AND business.name = 'Flat Top Grill' )",,[],False
